"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Ibirubá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"-";"-";"-";"-";"400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"100";"-";"-";"21"
"Igrejinha (RS)";"20";"-";"-";"-";"61";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"2";"144";"-";"85";"20";"-";"-";"-";"-";"-";"1";"-";"-";"5";"-";"-";"32";"-";"-";"24"
"Ijuí (RS)";"-";"-";"-";"1";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"300";"-";"-";"-";"1800";"32";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"450";"-";"-";"430"
"Ilópolis (RS)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"18";"-";"-";"-";"-";"56953";"9";"-";"-";"360";"15";"-";"-";"-";"-";"-";"1";"-";"5";"48";"-";"-";"80";"-";"-";"340"
"Imigrante (RS)";"36";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"13";"-";"-";"-";"-";"-";"-";"-";"-";"640";"27";"-";"-";"-";"-";"-";"8";"-";"-";"105";"-";"-";"96";"-";"-";"495"
"Independência (RS)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"5";"-";"-";"-";"-";"-";"-";"-";"-";"30";"6";"-";"-";"-";"-";"-";"2";"-";"-";"6";"-";"-";"44";"-";"-";"24"
"Inhacorá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"10"
"Ipê (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1350";"-";"-";"-";"-";"17";"40";"-";"-";"72";"-";"18020";"-";"-";"-";"-";"-";"-";"-";"4532";"-";"-";"67";"-";"-";"6552"
"Ipiranga do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"113";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"30"
"Iraí (RS)";"37";"-";"-";"-";"167";"-";"...";"-";"-";"-";"-";"...";"24";"-";"-";"-";"-";"-";"8";"60";"-";"350";"56";"-";"-";"-";"3";"-";"13";"-";"12";"15";"-";"-";"75";"-";"-";"203"
"Itaara (RS)";"-";"-";"-";"-";"26";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"4";"-";"-";"61";"6";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"64";"-";"-";"206"
"Itacurubi (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"6";"-";"-";"24";"-";"-";"80";"-";"-";"-"
"Itapuca (RS)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"14";"-";"-";"-";"-";"11280";"6";"-";"-";"216";"9";"-";"-";"-";"-";"-";"9";"-";"8";"16";"-";"-";"24";"-";"-";"34"
"Itaqui (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"288";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"80";"-";"-";"-"
"Itati (RS)";"-";"-";"-";"-";"2340";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"330";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-";"233";"-";"-";"18"
"Itatiba do Sul (RS)";"60";"-";"-";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1760";"-";"-";"-";"20100";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"150";"-";"-";"96"
"Ivorá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"8";"-";"-";"870";"24";"-";"-";"-";"-";"-";"3";"-";"-";"57";"-";"-";"84";"-";"-";"283"
"Ivoti (RS)";"50";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"-";"41";"-";"256";"30";"-";"-";"10";"-";"-";"1";"-";"-";"22";"-";"-";"85";"-";"-";"136"
"Jaboticaba (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"150";"-";"-";"-";"260";"5";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"40";"-";"-";"25"
"Jacuizinho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"-";"-";"-";"375";"-";"13";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"70";"-";"-";"10"
"Jacutinga (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"80";"-";"-";"255";"-";"-";"-";"-";"-";"-";"2";"-";"-";"16";"-";"-";"-";"-";"-";"90"
"Jaguarão (RS)";"-";"-";"-";"1";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"516";"-";"-";"-";"-";"-";"-"
"Jaguari (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"17";"-";"-";"960";"20";"-";"-";"-";"-";"-";"24";"-";"-";"120";"-";"-";"198";"-";"-";"660"
"Jaquirana (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"1870";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"8";"-";"-";"140"
"Jari (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"120";"-";"-";"28"
"Jóia (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"45";"-";"-";"36"
"Júlio de Castilhos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"12";"-";"-";"-";"-";"-";"14";"-";"-";"341";"10";"-";"-";"-";"-";"-";"2";"-";"-";"12";"-";"-";"116";"-";"-";"20"
"Lagoa Bonita do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"12";"-";"-";"-";"-";"-";"7";"-";"-";"196";"24";"-";"-";"-";"-";"-";"2";"-";"-";"42";"-";"-";"150";"-";"-";"12"
"Lagoão (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"21";"-";"-";"-";"-";"-";"9";"-";"-";"350";"33";"-";"-";"-";"-";"-";"3";"-";"33";"80";"-";"-";"55";"-";"-";"64"
"Lagoa dos Três Cantos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"16";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"19";"-";"-";"42"
"Lagoa Vermelha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"24";"6";"-";"-";"340";"-";"730";"-";"-";"-";"-";"30";"-";"-";"90";"-";"-";"78";"-";"-";"161"
"Lajeado (RS)";"-";"-";"-";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128";"20";"-";"-";"-";"-";"-";"1";"-";"-";"8";"-";"-";"41";"-";"-";"-"
"Lajeado do Bugre (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"140";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"4"
"Lavras do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"64"
"Liberato Salzano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"36";"-";"-";"-";"16850";"12";"-";"-";"-";"-";"-";"30";"-";"-";"15";"-";"-";"700";"-";"-";"105"
"Lindolfo Collor (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"9";"-";"-";"525";"55";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"213";"-";"-";"12"
"Linha Nova (RS)";"49";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"32";"-";"-";"-";"-";"-";"37";"60";"-";"135";"42";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"75";"-";"-";"46"
"Machadinho (RS)";"-";"-";"-";"-";"34";"-";"...";"-";"-";"-";"-";"...";"16";"-";"-";"-";"-";"2838";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"90";"-";"-";"70"
"Maçambará (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"185"
"Mampituba (RS)";"-";"-";"-";"-";"20792";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"1800";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"48"
"Manoel Viana (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"220";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"40";"-";"-";"-"
"Maquiné (RS)";"-";"-";"-";"-";"4800";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"119";"-";"-";"125"
"Maratá (RS)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"52";"-";"-";"1980";"84";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"2600";"-";"-";"40"
"Marau (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"60";"-";"-";"-";"-";"117";"18";"-";"-";"200";"-";"-";"-";"-";"-";"-";"10";"-";"-";"78";"-";"-";"120";"-";"-";"367"
"Marcelino Ramos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2100";"-";"-";"-";"2700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810";"-";"-";"36"
"Mariana Pimentel (RS)";"-";"-";"-";"4";"12";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"2";"-";"-";"256";"105";"-";"-";"-";"-";"-";"5";"-";"16";"1";"-";"-";"49";"-";"-";"105"
"Mariano Moro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"42";"-";"-";"-";"-";"60";"-";"-";"-";"1500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"300";"-";"-";"116"
"Marques de Souza (RS)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"24";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"108";"-";"-";"73"
"Mata (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"-";"6";"-";"-";"6";"-";"-";"-";"-";"-";"18"
"Mato Castelhano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"200";"14";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"12"
"Mato Leitão (RS)";"-";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"750";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-"
"Mato Queimado (RS)";"-";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"9";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"35";"-";"-";"3"
"Maximiliano de Almeida (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"315";"-";"-";"-";"3500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"300";"-";"-";"450"
"Minas do Leão (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miraguaí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"560";"12";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"80";"-";"-";"10"
"Montauri (RS)";"20";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"50";"25";"-";"-";"81";"7";"-";"-";"-";"-";"-";"2";"-";"4";"10";"-";"-";"20";"-";"-";"40"
"Monte Alegre dos Campos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"84";"-";"-";"-";"-";"-";"70";"-";"-";"190";"-";"29400";"-";"-";"-";"36";"-";"-";"200";"120";"-";"-";"180";"-";"-";"12080"
"Monte Belo do Sul (RS)";"43";"-";"-";"-";"14";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"-";"32";"-";"-";"198";"32";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"30";"-";"-";"31445"
"Montenegro (RS)";"12";"-";"-";"6";"-";"-";"...";"-";"-";"-";"-";"...";"23";"-";"-";"-";"-";"-";"-";"-";"-";"6300";"880";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"40500";"-";"-";"108"
"Mormaço (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18"
"Morrinhos do Sul (RS)";"-";"-";"-";"-";"36000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro Redondo (RS)";"-";"-";"-";"15";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"50";"10";"-";"8";"-";"-";"-";"-";"-";"-";"3";"-";"-";"3000";"-";"-";"35";"-";"-";"60"
"Morro Reuter (RS)";"42";"-";"-";"-";"80";"-";"...";"-";"-";"-";"-";"...";"45";"-";"-";"-";"-";"-";"21";"-";"-";"284";"45";"-";"-";"-";"-";"-";"3";"-";"-";"40";"-";"-";"202";"-";"-";"285"
"Mostardas (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Muçum (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"90";"-";"-";"-";"117";"12";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"171";"-";"-";"145"
"Muitos Capões (RS)";"-";"-";"-";"101";"-";"-";"...";"-";"-";"-";"-";"...";"54";"-";"-";"-";"-";"64";"-";"-";"-";"-";"-";"28980";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"468"
"Muliterno (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"45"
"Não-Me-Toque (RS)";"5";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"21";"-";"-";"-";"150";"10";"-";"-";"-";"-";"-";"6";"-";"-";"5";"-";"-";"48";"-";"-";"10"
"Nicolau Vergueiro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"72";"-";"-";"-";"131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"57";"-";"-";"80"
"Nonoai (RS)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"448";"-";"-";"-";"150";"14";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"90";"-";"-";"-"
"Nova Alvorada (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"4200";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"1";"-";"-";"70";"-";"-";"40";"-";"-";"285"
"Nova Araçá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"10";"-";"-";"12";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"12";"-";"-";"8"
"Nova Bassano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"-";"-";"-";"-";"-";"18";"-";"-";"180";"24";"-";"-";"-";"-";"-";"5";"-";"15";"21";"-";"-";"180";"-";"-";"973"
"Nova Boa Vista (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"14";"-";"-";"-";"218";"25";"-";"-";"-";"-";"-";"6";"-";"-";"11";"-";"-";"24";"-";"-";"35"
"Nova Bréscia (RS)";"-";"-";"-";"-";"23";"-";"...";"-";"-";"-";"-";"...";"6";"-";"-";"-";"-";"64";"6";"-";"-";"176";"-";"-";"-";"-";"-";"-";"1";"-";"-";"20";"-";"-";"168";"-";"-";"564"
"Nova Candelária (RS)";"8";"-";"-";"-";"40";"-";"...";"-";"-";"-";"-";"...";"6";"-";"-";"-";"-";"-";"5";"5";"-";"75";"10";"-";"6";"8";"-";"-";"-";"-";"5";"20";"-";"-";"72";"-";"-";"48"
"Nova Esperança do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"10";"-";"-";"-";"-";"-";"46";"-";"-";"181";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"82";"-";"-";"150"
"Nova Hartz (RS)";"-";"-";"-";"-";"68";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"-";"2";"3";"-";"45";"2";"-";"-";"-";"-";"-";"7";"-";"-";"3";"-";"-";"18";"-";"-";"1"
"Nova Pádua (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"300";"-";"-";"-";"-";"-";"28";"-";"-";"108";"17";"256";"-";"-";"-";"-";"4";"-";"360";"936";"-";"-";"24";"-";"-";"14620"
"Nova Palma (RS)";"-";"-";"-";"-";"180";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"28";"-";"-";"872";"15";"-";"-";"-";"-";"-";"2";"-";"21";"45";"-";"-";"252";"-";"-";"350"
"Nova Petrópolis (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"-";"-";"-";"-";"-";"440";"156";"-";"240";"28";"-";"-";"-";"25";"-";"14";"-";"-";"96";"-";"-";"320";"-";"-";"600"
"Nova Prata (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"12";"-";"-";"-";"-";"332";"10";"-";"-";"126";"36";"-";"-";"-";"-";"-";"1";"-";"-";"40";"-";"-";"100";"-";"-";"917"
"Nova Ramada (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"9"
"Nova Roma do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"104";"-";"-";"-";"-";"-";"90";"-";"-";"696";"21";"-";"-";"-";"-";"-";"-";"-";"-";"880";"-";"-";"720";"-";"-";"14048"
"Nova Santa Rita (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Cabrais (RS)";"35";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"10";"-";"-";"190";"20";"-";"-";"-";"-";"-";"2";"-";"8";"40";"-";"-";"20";"-";"-";"24"
"Novo Hamburgo (RS)";"49";"-";"-";"-";"47";"-";"...";"-";"-";"-";"-";"...";"90";"-";"-";"-";"-";"-";"31";"300";"-";"2603";"262";"-";"-";"-";"-";"-";"5";"-";"-";"96";"-";"-";"708";"-";"-";"96"
"Novo Machado (RS)";"6";"-";"-";"-";"54";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"8";"11";"-";"60";"10";"-";"16";"2";"-";"-";"1";"-";"-";"9";"-";"-";"50";"-";"-";"25"
"Novo Tiradentes (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"10";"-";"-";"-";"430";"-";"-";"-";"-";"-";"-";"9";"-";"-";"15";"-";"-";"-";"-";"-";"35"
"Novo Xingu (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"18";"-";"-";"-";"1188";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"64";"-";"-";"30"
"Novo Barreiro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2040";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"1";"-";"-";"10";"-";"-";"8";"-";"-";"25"
"Osório (RS)";"-";"-";"-";"-";"1200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"190";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"7"
"Paim Filho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"60";"12";"-";"-";"2450";"-";"105";"-";"-";"-";"-";"-";"-";"-";"189";"-";"-";"48";"-";"-";"188"
"Palmares do Sul (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Palmeira das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"15600";"16";"-";"-";"560";"15";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"150";"-";"-";"70"
"Palmitinho (RS)";"60";"-";"-";"-";"48";"-";"...";"-";"-";"-";"-";"...";"36";"-";"-";"-";"-";"42";"3";"70";"-";"134";"80";"-";"-";"-";"-";"-";"-";"-";"24";"22";"-";"-";"57";"-";"-";"12"
"Panambi (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"220";"-";"-";"-";"310";"-";"-";"-";"-";"-";"-";"9";"-";"-";"15";"-";"-";"120";"-";"-";"20"
"Pantano Grande (RS)";"-";"-";"-";"10";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"30";"-";"-";"16"
"Paraí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"72";"-";"-";"33";"6";"180";"-";"-";"-";"-";"16";"-";"-";"155";"-";"-";"36";"-";"-";"1580"
"Paraíso do Sul (RS)";"35";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"22";"18";"-";"400";"40";"-";"-";"-";"-";"-";"5";"-";"10";"30";"-";"-";"140";"-";"-";"18"
"Pareci Novo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"200";"-";"-";"-";"-";"-";"-";"-";"-";"2550";"675";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"25150";"-";"-";"68"
"Parobé (RS)";"6";"-";"-";"-";"7";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"5";"-";"-";"-";"-";"-";"6";"-";"-";"4";"-";"-";"23";"-";"-";"-"
"Passa Sete (RS)";"-";"-";"-";"-";"32";"-";"...";"-";"-";"-";"-";"...";"60";"-";"-";"-";"-";"-";"30";"-";"-";"156";"22";"-";"-";"-";"-";"-";"6";"-";"20";"50";"-";"-";"84";"-";"-";"110"
"Passo do Sobrado (RS)";"-";"-";"-";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"5";"11";"-";"75";"-";"-";"-";"-";"-";"-";"1";"-";"-";"7";"-";"-";"60";"-";"-";"-"
"Passo Fundo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"109";"-";"-";"-";"-";"150";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"15";"-";"-";"140";"-";"-";"170";"-";"-";"-"
