"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Área destinada à colheita (Hectares)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Ventania (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vera Cruz do Oeste (PR)";"2";"-";"-";"-";"17";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"2";"2";"-";"5";"2";"-";"-";"4";"2";"-";"1";"-";"-";"5";"-";"-";"7";"-";"-";"8"
"Verê (PR)";"1";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"2";"1";"-";"-";"10";"1";"-";"-";"-";"-";"-";"6";"-";"1";"3";"-";"-";"6";"-";"-";"27"
"Alto Paraíso (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"1";"1";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-"
"Doutor Ulysses (PR)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"-";"-";"-";"100";"8";"1";"-";"-";"16";"-";"-";"-";"-";"2";"-";"-";"1700";"-";"-";"2"
"Virmond (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Vitorino (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"8";"-";"-";"-";"7";"1";"-";"-";"-";"-";"-";"1";"-";"1";"1";"-";"-";"4";"-";"-";"1"
"Xambrê (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-"
"Abdon Batista (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"6"
"Abelardo Luz (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Agrolândia (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"12";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"13";"-";"-";"3"
"Agronômica (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Doce (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"365";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34"
"Águas de Chapecó (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"Águas Frias (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Águas Mornas (SC)";"2";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"8";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"5"
"Alfredo Wagner (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"4";"-";"-";"-"
"Alto Bela Vista (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"30";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"8";"-";"-";"6"
"Anchieta (SC)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Angelina (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"-";"-";"-";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"5"
"Anita Garibaldi (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"4";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"14"
"Anitápolis (SC)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"2";"-";"-";"1"
"Antônio Carlos (SC)";"-";"-";"-";"-";"85";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-"
"Apiúna (SC)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-"
"Arabutã (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"335";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"2"
"Araquari (SC)";"-";"-";"-";"-";"450";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"15";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"Araranguá (SC)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"95";"-";"-";"-";"-";"190";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Armazém (SC)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"1"
"Arroio Trinta (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"8";"-";"-";"-";"-";"-";"4"
"Arvoredo (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12"
"Ascurra (SC)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"1";"-";"-";"17"
"Atalanta (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-"
"Aurora (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"23";"-";"-";"6"
"Balneário Arroio do Silva (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Balneário Camboriú (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Balneário Barra do Sul (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Balneário Gaivota (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bandeirante (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"10"
"Barra Bonita (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barra Velha (SC)";"-";"-";"-";"-";"900";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-"
"Bela Vista do Toldo (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"Belmonte (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Benedito Novo (SC)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"1";"-";"-";"1"
"Biguaçu (SC)";"-";"-";"-";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"Blumenau (SC)";"-";"-";"-";"-";"52";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"1"
"Bocaina do Sul (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Bombinhas (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Bom Jardim da Serra (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1450";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Bom Jesus (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Bom Jesus do Oeste (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Bom Retiro (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"103";"-";"-";"-";"-";"-";"-";"56"
"Botuverá (SC)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"3";"-";"-";"5"
"Braço do Norte (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"3"
"Braço do Trombudo (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"4"
"Brunópolis (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Brusque (SC)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Caçador (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"5";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"425"
"Caibi (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"Calmon (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Camboriú (SC)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capão Alto (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"Campo Alegre (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"Campo Belo do Sul (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13"
"Campo Erê (SC)";"-";"-";"-";"18";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Campos Novos (SC)";"-";"-";"-";"6";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"10";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20"
"Canelinha (SC)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"2";"-";"-";"-"
"Canoinhas (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1050";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"5";"-";"-";"-";"-";"-";"10"
"Capinzal (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capivari de Baixo (SC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Catanduvas (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caxambu do Sul (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Celso Ramos (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60"
"Cerro Negro (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"6";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Chapadão do Lageado (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4";"-";"-";"10";"-";"-";"4"
"Chapecó (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2729";"-";"-";"-";"100";"10";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"50";"-";"-";"50"
"Cocal do Sul (SC)";"-";"-";"-";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"22"
"Concórdia (SC)";"2";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1300";"6";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"40"
"Cordilheira Alta (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coronel Freitas (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Coronel Martins (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"Corupá (SC)";"-";"-";"-";"-";"5200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-"
"Correia Pinto (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Criciúma (SC)";"-";"-";"-";"-";"770";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Cunha Porã (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"Cunhataí (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curitibanos (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"8"
"Descanso (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"20"
"Dionísio Cerqueira (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"72";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Dona Emma (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"10";"-";"-";"10"
"Doutor Pedrinho (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"30";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"1";"-";"-";"-"
"Entre Rios (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Ermo (SC)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Erval Velho (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Faxinal dos Guedes (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Flor do Sertão (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"Florianópolis (SC)";"-";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Formosa do Sul (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Forquilhinha (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fraiburgo (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"1604";"-";"-";"-";"-";"-";"-";"5";"182";"-";"-";"-";"-";"-";"23"
"Frei Rogério (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"6";"5";"-";"-";"-";"-";"-";"4"
"Galvão (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"Garopaba (SC)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Garuva (SC)";"-";"-";"-";"-";"864";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"-";"-";"-";"-"
"Gaspar (SC)";"-";"-";"-";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Celso Ramos (SC)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
