"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Valor da produção (Mil Reais)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Pelotas (RS)";"-";"-";"-";"40";"-";"-";"...";"-";"-";"-";"-";"...";"300";"-";"-";"-";"-";"-";"1200";"450";"-";"5400";"-";"240";"-";"-";"-";"-";"-";"-";"-";"56300";"-";"-";"2000";"-";"-";"2820"
"Picada Café (RS)";"49";"-";"-";"-";"105";"-";"...";"-";"-";"-";"-";"...";"53";"-";"-";"-";"-";"-";"-";"117";"-";"653";"116";"-";"-";"-";"-";"-";"100";"-";"-";"32";"-";"-";"160";"-";"-";"680"
"Pinhal (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80"
"Pinhal da Serra (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"210";"-";"-";"420"
"Pinhal Grande (RS)";"42";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"39";"-";"-";"-";"-";"-";"80";"-";"-";"204";"51";"-";"-";"-";"-";"-";"32";"-";"57";"137";"-";"-";"338";"-";"-";"200"
"Pinheirinho do Vale (RS)";"38";"-";"-";"-";"54";"-";"...";"-";"-";"-";"-";"...";"42";"-";"-";"-";"-";"-";"-";"234";"-";"104";"60";"-";"18";"-";"-";"-";"12";"-";"15";"32";"-";"-";"1221";"-";"-";"-"
"Pinheiro Machado (RS)";"-";"-";"-";"138";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"674";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"203";"-";"-";"5040"
"Pinto Bandeira (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3975";"-";"-";"-";"-";"-";"128";"-";"-";"857";"-";"863";"-";"-";"-";"-";"17";"-";"-";"56375";"-";"-";"684";"-";"-";"56621"
"Pirapó (RS)";"128";"-";"-";"-";"47";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"8";"16";"-";"213";"116";"-";"36";"48";"-";"-";"20";"-";"25";"16";"-";"-";"130";"-";"-";"20"
"Piratini (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"2700";"-";"-";"420";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3520";"-";"-";"-";"-";"-";"420"
"Planalto (RS)";"34";"-";"-";"-";"34";"-";"...";"-";"-";"-";"-";"...";"56";"-";"-";"-";"-";"-";"600";"51";"-";"24908";"-";"-";"36";"-";"-";"-";"12";"-";"35";"720";"-";"-";"413";"-";"-";"6728"
"Poço das Antas (RS)";"89";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"346";"-";"-";"-";"-";"-";"336";"-";"-";"779";"-";"-";"-";"-";"-";"-";"-";"-";"-";"675";"-";"-";"263";"-";"-";"282"
"Pontão (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"78";"-";"-";"-";"448";"-";"-";"-";"-";"-";"-";"80";"-";"-";"158";"-";"-";"-";"-";"-";"241"
"Ponte Preta (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"46";"-";"-";"-";"122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"126"
"Portão (RS)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5718";"547";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5947";"-";"-";"20"
"Porto Alegre (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"-";"-";"-";"-";"-";"255";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"588"
"Porto Lucena (RS)";"285";"-";"-";"-";"175";"-";"...";"-";"-";"-";"-";"...";"85";"-";"-";"-";"-";"-";"21";"-";"-";"480";"155";"-";"53";"30";"-";"-";"20";"-";"-";"140";"-";"-";"317";"-";"-";"143"
"Porto Mauá (RS)";"17";"-";"-";"-";"66";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"48";"-";"1110";"25";"-";"-";"15";"-";"-";"-";"-";"-";"64";"-";"-";"91";"-";"-";"79"
"Porto Vera Cruz (RS)";"86";"-";"-";"-";"46";"-";"...";"-";"-";"-";"-";"...";"18";"-";"-";"-";"-";"-";"25";"36";"-";"488";"19";"-";"64";"84";"-";"-";"30";"-";"-";"48";"-";"-";"274";"-";"-";"119"
"Porto Xavier (RS)";"86";"-";"-";"-";"137";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"289";"93";"-";"25";"9";"-";"-";"40";"-";"-";"32";"-";"-";"268";"-";"-";"95"
"Pouso Novo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"-";"-";"-";"-";"-";"330"
"Presidente Lucena (RS)";"-";"-";"-";"-";"96";"-";"...";"-";"-";"-";"-";"...";"63";"-";"-";"-";"-";"-";"-";"-";"-";"728";"268";"-";"-";"-";"-";"-";"-";"-";"-";"65";"-";"-";"792";"-";"-";"131"
"Progresso (RS)";"-";"-";"-";"-";"306";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"11";"-";"-";"-";"238";"-";"-";"-";"-";"-";"-";"67";"-";"-";"99";"-";"-";"270";"-";"-";"450"
"Protásio Alves (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"19";"-";"-";"437";"-";"690";"-";"-";"-";"-";"-";"-";"-";"384";"-";"-";"748";"-";"-";"462"
"Putinga (RS)";"30";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"21";"-";"-";"-";"-";"18547";"25";"-";"-";"1664";"23";"-";"-";"-";"-";"-";"53";"-";"53";"120";"-";"-";"143";"-";"-";"676"
"Quaraí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"290";"-";"-";"4013"
"Quatro Irmãos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1071";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Quevedos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"32";"-";"-";"-";"-";"-";"20";"-";"-";"630";"12";"-";"-";"-";"-";"-";"64";"-";"-";"16";"-";"-";"105";"-";"-";"16"
"Quinze de Novembro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"24";"-";"-";"24";"-";"-";"34";"-";"-";"6"
"Redentora (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"252";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"137";"-";"-";"76"
"Relvado (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"394";"-";"-";"-";"260";"-";"-";"-";"-";"-";"-";"-";"-";"-";"126";"-";"-";"286";"-";"-";"1260"
"Restinga Sêca (RS)";"-";"-";"-";"63";"38";"-";"...";"-";"-";"-";"-";"...";"93";"-";"-";"-";"-";"-";"49";"42";"-";"1350";"40";"-";"-";"-";"-";"-";"15";"-";"42";"252";"-";"-";"364";"-";"-";"960"
"Rio dos Índios (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"100";"-";"-";"-";"1717";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"-";"-";"-";"-";"96"
"Rio Grande (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"197"
"Rio Pardo (RS)";"-";"-";"-";"-";"69";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"30";"-";"-";"132";"-";"-";"-";"-";"-";"-";"168";"-";"-";"36";"-";"-";"103";"-";"-";"230"
"Riozinho (RS)";"9";"-";"-";"-";"162";"-";"...";"-";"-";"-";"-";"...";"24";"-";"-";"-";"-";"-";"-";"11";"-";"199";"42";"-";"-";"-";"-";"-";"32";"-";"-";"35";"-";"-";"224";"-";"-";"692"
"Roca Sales (RS)";"493";"-";"-";"-";"417";"-";"...";"-";"-";"-";"-";"...";"1249";"-";"-";"-";"-";"365";"32";"274";"-";"2812";"-";"-";"-";"-";"-";"-";"783";"-";"-";"843";"-";"-";"1307";"-";"-";"6714"
"Rodeio Bonito (RS)";"-";"-";"-";"-";"114";"-";"...";"-";"-";"-";"-";"...";"53";"-";"-";"-";"-";"7";"-";"-";"-";"3111";"40";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"137";"-";"-";"300"
"Rolador (RS)";"10";"-";"-";"-";"22";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"141";"13";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"78";"-";"-";"21"
"Rolante (RS)";"9";"-";"-";"-";"603";"-";"...";"-";"-";"-";"-";"...";"800";"-";"-";"-";"-";"-";"105";"380";"-";"972";"154";"-";"-";"-";"-";"-";"137";"-";"-";"264";"-";"-";"197";"-";"-";"6516"
"Ronda Alta (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"47";"-";"-";"-";"231";"20";"-";"-";"-";"-";"-";"225";"-";"-";"32";"-";"-";"180";"-";"-";"163"
"Rondinha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"14";"-";"-";"-";"2136";"12";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"60";"-";"-";"68"
"Roque Gonzales (RS)";"114";"-";"-";"-";"131";"-";"...";"-";"-";"-";"-";"...";"28";"-";"-";"-";"-";"-";"34";"-";"-";"999";"124";"-";"42";"9";"-";"-";"50";"-";"25";"192";"-";"-";"284";"-";"-";"416"
"Rosário do Sul (RS)";"-";"-";"-";"30";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14885";"132";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"12726";"-";"-";"599"
"Sagrada Família (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"60";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"9";"-";"-";"39"
"Saldanha Marinho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"70";"-";"-";"-";"146";"-";"-";"-";"-";"-";"-";"24";"-";"-";"36";"-";"-";"72";"-";"-";"96"
"Salto do Jacuí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56";"-";"-";"50";"-";"-";"-"
"Salvador das Missões (RS)";"30";"-";"-";"-";"44";"-";"...";"-";"-";"-";"-";"...";"18";"-";"-";"-";"-";"-";"10";"-";"-";"320";"48";"-";"-";"35";"-";"-";"100";"-";"-";"64";"-";"-";"168";"-";"-";"88"
"Salvador do Sul (RS)";"75";"-";"-";"-";"42";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"24";"-";"-";"1138";"34";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"368";"-";"-";"64"
"Sananduva (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"320";"-";"-";"840";"-";"-";"-";"-";"-";"-";"900";"-";"60";"540";"-";"-";"-";"-";"-";"2880"
"Santa Bárbara do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"98";"-";"-";"144";"-";"-";"112"
"Santa Cecília do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"55";"-";"-";"-";"-";"60";"-";"-";"-";"72";"11";"-";"-";"-";"-";"-";"30";"-";"-";"140";"-";"-";"96";"-";"-";"90"
"Santa Clara do Sul (RS)";"-";"-";"-";"-";"184";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"22";"-";"-";"-";"435";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"287";"-";"-";"186"
"Santa Cruz do Sul (RS)";"48";"-";"-";"-";"585";"-";"...";"-";"-";"-";"-";"...";"80";"-";"-";"-";"-";"75";"51";"130";"-";"665";"14";"-";"-";"2";"-";"-";"58";"-";"-";"260";"-";"-";"322";"-";"-";"128"
"Santa Maria (RS)";"120";"-";"-";"-";"75";"-";"...";"-";"-";"-";"-";"...";"84";"-";"-";"-";"-";"-";"48";"116";"-";"2200";"193";"-";"-";"-";"-";"-";"1808";"-";"-";"35";"-";"-";"485";"-";"-";"20"
"Santa Maria do Herval (RS)";"45";"-";"-";"-";"56";"-";"...";"-";"-";"-";"-";"...";"210";"-";"-";"-";"-";"192";"288";"-";"-";"1355";"270";"105";"-";"-";"-";"-";"-";"-";"-";"421";"-";"-";"828";"-";"-";"1840"
"Santa Margarida do Sul (RS)";"-";"-";"-";"25";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9867";"451";"-";"-";"-";"-";"-";"162";"-";"-";"45";"-";"-";"2486";"-";"-";"1584"
"Santana da Boa Vista (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"75";"-";"-";"1220";"220";"-";"-";"-";"-";"-";"60";"-";"-";"360";"-";"-";"1094";"-";"-";"28"
"Sant'Ana do Livramento (RS)";"-";"-";"-";"120";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"928";"-";"-";"-";"-";"-";"-";"408";"-";"315";"225";"-";"-";"78";"-";"-";"42239"
"Santa Rosa (RS)";"60";"-";"-";"-";"131";"-";"...";"-";"-";"-";"-";"...";"50";"-";"-";"-";"-";"120";"46";"87";"-";"799";"104";"-";"32";"6";"-";"-";"440";"-";"76";"120";"-";"-";"487";"-";"-";"404"
"Santa Tereza (RS)";"-";"-";"-";"-";"34";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"18";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"75";"-";"-";"24012"
"Santa Vitória do Palmar (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santiago (RS)";"-";"-";"-";"20";"-";"-";"...";"-";"-";"-";"-";"...";"78";"-";"-";"-";"-";"-";"120";"-";"-";"900";"36";"-";"-";"-";"-";"-";"720";"-";"87";"528";"-";"-";"616";"-";"-";"772"
"Santo Ângelo (RS)";"30";"-";"-";"-";"22";"-";"...";"-";"-";"-";"-";"...";"13";"-";"-";"-";"-";"-";"17";"-";"-";"480";"26";"-";"-";"15";"-";"-";"-";"-";"10";"48";"-";"-";"333";"-";"-";"105"
"Santo Antônio do Palma (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"242";"-";"-";"-";"-";"-";"371";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"473";"-";"-";"-";"-";"-";"1178"
"Santo Antônio da Patrulha (RS)";"-";"-";"-";"-";"2032";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2025";"40";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"102";"-";"-";"125"
"Santo Antônio das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"180";"-";"-";"90"
"Santo Antônio do Planalto (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-"
"Santo Augusto (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"704";"-";"-";"-";"458";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"59";"-";"-";"376"
"Santo Cristo (RS)";"17";"-";"-";"-";"182";"-";"...";"-";"-";"-";"-";"...";"42";"-";"-";"-";"-";"-";"17";"65";"-";"466";"87";"-";"36";"3";"-";"-";"-";"-";"-";"128";"-";"-";"365";"-";"-";"891"
"Santo Expedito do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20";"-";"-";"-";"80";"-";"225";"-";"-";"-";"-";"95";"-";"-";"80";"-";"-";"120";"-";"-";"450"
"São Borja (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"150";"-";"-";"60";"-";"-";"-";"-";"-";"126"
"São Domingos do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"1261"
"São Francisco de Assis (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"331";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"-";"32";"-";"-";"540"
"São Francisco de Paula (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"541";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"115830";"-";"-";"-";"-";"-";"-";"-";"350";"-";"-";"80";"-";"-";"3369"
"São Gabriel (RS)";"-";"-";"-";"100";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3113";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"936";"-";"-";"-"
"São Jerônimo (RS)";"-";"-";"-";"200";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"224";"-";"-";"60"
"São João da Urtiga (RS)";"125";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"840";"-";"-";"-";"-";"134";"200";"-";"-";"807";"20";"3840";"-";"-";"-";"-";"170";"-";"-";"575";"-";"-";"225";"-";"-";"540"
"São João do Polêsine (RS)";"-";"-";"-";"12";"500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"9";"-";"-";"206";"-";"-";"-";"-";"-";"-";"80";"-";"-";"14";"-";"-";"20";"-";"-";"540"
"São Jorge (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"882";"-";"-";"-";"-";"-";"30";"-";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"294";"-";"-";"-";"-";"-";"8467"
"São José das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2520";"-";"-";"-";"864";"14";"-";"-";"-";"-";"-";"138";"-";"-";"167";"-";"-";"86";"-";"-";"176"
"São José do Herval (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"896";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"294"
"São José do Hortêncio (RS)";"39";"-";"-";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"456";"91";"-";"11407";"648";"-";"-";"18";"-";"-";"300";"-";"-";"66";"-";"-";"6899";"-";"-";"563"
"São José do Inhacorá (RS)";"17";"-";"-";"-";"98";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"202";"25";"-";"-";"6";"-";"-";"-";"-";"-";"8";"-";"-";"134";"-";"-";"71"
"São José do Norte (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José do Ouro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"138";"40";"-";"-";"422";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"21";"-";"-";"950"
"São José do Sul (RS)";"36";"-";"-";"-";"51";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8000";"294";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"22534";"-";"-";"-"
"São José dos Ausentes (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39078";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Leopoldo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-";"-"
"São Lourenço do Sul (RS)";"-";"-";"-";"10";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"630";"-";"-";"10";"-";"-";"-";"-";"-";"-";"80";"-";"-";"13";"-";"-";"28";"-";"-";"455"
"São Luiz Gonzaga (RS)";"40";"-";"-";"-";"110";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"20";"-";"-";"320";"32";"-";"-";"17";"-";"-";"-";"-";"8";"192";"-";"-";"218";"-";"-";"210"
"São Marcos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3969";"-";"-";"-";"-";"-";"960";"-";"-";"1470";"184";"4800";"-";"-";"-";"-";"387";"-";"700";"4305";"-";"-";"390";"-";"-";"60000"
"São Martinho (RS)";"30";"-";"-";"-";"76";"-";"...";"-";"-";"-";"-";"...";"30";"-";"-";"-";"-";"38";"40";"-";"-";"105";"18";"-";"28";"9";"-";"-";"30";"-";"22";"60";"-";"-";"156";"-";"-";"896"
"São Martinho da Serra (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"112";"-";"-";"-";"-";"-";"90";"20";"-";"710";"38";"-";"-";"-";"-";"-";"-";"-";"67";"252";"-";"-";"166";"-";"-";"100"
"São Miguel das Missões (RS)";"-";"-";"-";"-";"66";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"20";"-";"-";"160";"29";"-";"-";"-";"-";"-";"40";"-";"-";"240";"-";"-";"147";"-";"-";"105"
"São Nicolau (RS)";"43";"-";"-";"-";"18";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"489";"62";"-";"-";"9";"-";"-";"-";"-";"25";"32";"-";"-";"89";"-";"-";"16"
"São Paulo das Missões (RS)";"57";"-";"-";"-";"102";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"355";"91";"-";"128";"54";"-";"-";"60";"-";"42";"48";"-";"-";"219";"-";"-";"79"
"São Pedro da Serra (RS)";"-";"-";"-";"-";"28";"-";"...";"-";"-";"-";"-";"...";"28";"-";"-";"-";"-";"-";"540";"-";"-";"21";"35";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"18";"-";"-";"-"
"São Pedro das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1814";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"18";"-";"-";"80"
"São Pedro do Butiá (RS)";"40";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"13";"-";"-";"-";"-";"-";"13";"-";"-";"202";"48";"-";"-";"-";"-";"-";"20";"-";"10";"60";"-";"-";"151";"-";"-";"112"
"São Pedro do Sul (RS)";"180";"-";"-";"-";"138";"-";"...";"-";"-";"-";"-";"...";"147";"-";"-";"-";"-";"-";"74";"41";"-";"2400";"70";"-";"-";"-";"-";"-";"320";"-";"225";"156";"-";"-";"152";"-";"-";"384"
"São Sebastião do Caí (RS)";"37";"-";"-";"6";"-";"-";"...";"-";"-";"-";"-";"...";"65";"-";"-";"-";"-";"-";"472";"126";"-";"3777";"5664";"-";"-";"-";"-";"-";"30";"-";"-";"70";"-";"-";"6677";"-";"-";"240"
"São Sepé (RS)";"-";"-";"-";"456";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"90";"-";"-";"1644";"28";"-";"-";"-";"-";"-";"2448";"-";"-";"364";"-";"-";"408";"-";"-";"832"
"São Valentim (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"70";"-";"-";"-";"-";"216";"65";"-";"-";"1520";"-";"-";"-";"-";"-";"-";"165";"-";"-";"216";"-";"-";"120";"-";"-";"2560"
